author_first,city_code1,ym1,city_unitn1,city_units1,class_num1,mag_classn1,class_num_num1,mag_classn_num1,coauthor1,city_code2,ym2,city_unitn2,city_units2,class_num2,mag_classn2,class_num_num2,mag_classn_num2,coauthor2
陈强,3701.0,2011-07-01;2015-07-01;2014-10-01;2017-08-01;,1.0,山东大学;,F;K;K;F;X;,经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 乔兆纲; 孙丰凯; 徐艳娴;,3501.0,2009-04-01;,1.0,福建省福州大学;,F;F;F;,经济与管理;,1,1, 叶阿忠;
陈志俊,4201.0,2003-10-01;,1.0,武汉大学;,F;,经济与管理;,1,1, 邱敬渊;,3301.0,2004-10-01;,1.0,浙江大学;,G;,经济与管理;,1,1, 张昕竹;
陈昆亭,5301.0,2017-07-01;,1.0,云南财经大学;,F;,经济与管理;,1,1, 周炎;,3302.0,2012-01-01;2011-11-01;,1.0,宁波大学;,F;F;F;,经济与管理;经济与管理;,1,1, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;
陈昆亭,5301.0,2017-07-01;,1.0,云南财经大学;,F;,经济与管理;,1,1, 周炎;,3701.0,2008-02-01;2004-07-01;,1.0,山东大学;,F;F;F;,经济与管理;经济与管理;,1,1, 周炎; 龚六堂;
陈昆亭,5301.0,2017-07-01;,1.0,云南财经大学;,F;,经济与管理;,1,1, 周炎;,3301.0,2015-06-01;2014-12-01;,1.0,浙江工业大学;,F;F;,经济与管理;经济与管理;,1,1, 周炎; 黄晶; 周炎; 虞晓芬;
陈昆亭,3302.0,2012-01-01;2011-11-01;,1.0,宁波大学;,F;F;F;,经济与管理;经济与管理;,1,1, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;,3701.0,2008-02-01;2004-07-01;,1.0,山东大学;,F;F;F;,经济与管理;经济与管理;,1,1, 周炎; 龚六堂;
陈昆亭,3302.0,2012-01-01;2011-11-01;,1.0,宁波大学;,F;F;F;,经济与管理;经济与管理;,1,1, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;,3301.0,2015-06-01;2014-12-01;,1.0,浙江工业大学;,F;F;,经济与管理;经济与管理;,1,1, 周炎; 黄晶; 周炎; 虞晓芬;
陈昆亭,3701.0,2008-02-01;2004-07-01;,1.0,山东大学;,F;F;F;,经济与管理;经济与管理;,1,1, 周炎; 龚六堂;,3301.0,2015-06-01;2014-12-01;,1.0,浙江工业大学;,F;F;,经济与管理;经济与管理;,1,1, 周炎; 黄晶; 周炎; 虞晓芬;
陈浪南,4401.0,2009-03-01;2007-04-01;2007-11-01;2004-05-01;2014-10-01;2008-10-01;,1.0,中山大学;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 刘宏伟; 洪如明; 黄洵; 田磊; 陈云;,1100.0,2010-04-01;2007-10-01;,1.0,中国立信风险管理研究院;,F;F;F;,经济与管理;经济与管理;,1,1, 孙坚强; 林伟斌; 欧阳永卫;
陈浪南,4401.0,2009-03-01;2007-04-01;2007-11-01;2004-05-01;2014-10-01;2008-10-01;,1.0,中山大学;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 刘宏伟; 洪如明; 黄洵; 田磊; 陈云;,3502.0,2002-05-01;,1.0,厦门大学;,F;,经济与管理;,1,1, 黄杰鲲;
陈浪南,1100.0,2010-04-01;2007-10-01;,1.0,中国立信风险管理研究院;,F;F;F;,经济与管理;经济与管理;,1,1, 孙坚强; 林伟斌; 欧阳永卫;,3502.0,2002-05-01;,1.0,厦门大学;,F;,经济与管理;,1,1, 黄杰鲲;
陈灯塔,3502.0,2006-01-01;,1.0,厦门大学;,F;F;,经济与管理;,1,1, 周颖刚;,1100.0,2003-10-01;,1.0,北京大学;,F;,经济与管理;,1,1, 洪永淼;
陈琳,1200.0,2010-04-01;,1.0,南开大学;,F;,经济与管理;,1,1, 翟崇碧;,3100.0,2015-10-01;,1.0,复旦大学;,F;,经济与管理;,1,1,
陈良文,1100.0,2007-10-01;,1.0,北京大学;,F;,经济与管理;,1,1, 杨开忠;,1200.0,2008-10-01;,1.0,天津新技术产业园区科技局;,F;F;F;,经济与管理;,1,1, 杨开忠; 沈体雁; 王伟;
陈霄,4503.0,2013-11-01;,1.0,广西师范大学;,F;F;,经济与管理;,1,1, 丁晓裕; 王贝芬;,4401.0,2016-04-01;,1.0,暨南大学;,F;F;C;,经济与管理;,2,1, 叶德珠;
陈飞,2102.0,2015-10-01;2014-02-01;2010-11-01;,1.0,东北财经大学;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 翟伟娟; 卢建词; 范庆泉; 高铁梅;,2201.0,2002-10-01;,1.0,吉林大学;,F;,经济与管理;,1,1, 赵昕东; 高铁梅;
陶江,1200.0,2003-10-01;,1.0,南开大学;,F;,经济与管理;,1,1,,4301.0,2012-05-01;,1.0,湖南大学;,F;,经济与管理;,1,1, 胡荣尚;
雷鸣,3201.0,2013-04-01;,1.0,南京财经大学;,F;F;F;,经济与管理;,1,1, 王军; 叶五一;,1200.0,2007-04-01;,1.0,南开大学;,F;,经济与管理;,1,1,
靳卫东,3701.0,2017-04-01;,1.0,山东财经大学;,F;R;,经济与管理;,2,1, 王鹏帆; 毛中根;,3201.0,2007-02-01;,1.0,南京大学;,F;F;,经济与管理;,1,1,
靳卫萍,1200.0,2002-10-01;,1.0,南开大学;,F;,经济与管理;,1,1,,1100.0,2012-10-01;,1.0,清华大学;,F;,经济与管理;,1,1, 熊柴;
鞠晓生,1100.0,2013-01-01;,1.0,中国人民大学;,F;F;,经济与管理;,1,1, 卢荻; 虞义华;,4301.0,2016-03-01;2015-01-01;,1.0,国防科学技术大学;,F;E;F;F;F;,经济与管理;经济与管理;,2,1, 黄朝峰; 卢荻; 黄朝峰; 管瑞龙;
韩胜飞,4401.0,2007-07-01;,1.0,华南理工大学;,F;,经济与管理;,1,1,,1200.0,2006-04-01;,1.0,南开大学;,F;,经济与管理;,1,1, 戴金平;
顾标,3100.0,2009-10-01;,1.0,上海大学;,F;,经济与管理;,1,1, 周纪恩;,1100.0,2007-10-01;,1.0,北京大学;,F;,经济与管理;,1,1, 周纪恩;
马亚明,3209.0,2014-12-01;,1.0,中国滨海金融协同创新中心;,F;F;,经济与管理;,1,1, 刘翠;,1200.0,2003-08-01;,1.0,南开大学;,F;,经济与管理;,1,1, 张岩贵;
马明,1200.0,2004-10-01;,1.0,南开大学;,F;,经济与管理;,1,1,,1100.0,2002-04-01;,1.0,国务院;,F;,经济与管理;,1,1, 向桢;
马涛,3100.0,2002-06-01;,1.0,复旦大学;,F;,经济与管理;,1,1,,1100.0,2010-08-01;,1.0,中国社会科学院;,F;F;F;,经济与管理;,1,1, 刘仕国;
马草原,1200.0,2010-08-01;,1.0,南开大学;,F;F;F;,经济与管理;,1,1, 李运达;,6101.0,2017-11-01;2013-07-01;2015-04-01;,1.0,西安交通大学;,F;F;F;X;F;,经济与管理;经济与管理;经济与管理;,2,1, 马文涛; 李成; 李成; 周亚雄;
马骏,1100.0,2015-05-01;,1.0,中国人民银行;,F;F;,经济与管理;,1,1,,4401.0,2004-10-01;2003-01-01;2003-06-01;,1.0,中山大学;,F;D;F;,经济与管理;经济与管理;经济与管理;,2,1, 侯一麟;
高保中,1200.0,2004-08-01;,1.0,南开大学;,F;,经济与管理;,1,1,,4102.0,2015-12-01;,1.0,河南大学;,F;,经济与管理;,1,1, 赵学增;
高凌云,1100.0,2011-01-01;2010-01-01;,1.0,中国社会科学院;,F;F;F;F;F;F;,经济与管理;经济与管理;,1,1, 毛日昇; 王洛林;,5301.0,2012-05-01;,1.0,云南民族大学;,F;,经济与管理;,1,1, 王洛林; 苏庆义;
高峰,1200.0,2005-10-01;2004-10-01;2001-12-01;,1.0,南开大学;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 张仁德; 陈瑞华;,1100.0,2003-03-01;,1.0,清华大学;,F;,经济与管理;,1,1, 宋逢明;
高梦滔,1100.0,2005-12-01;2004-07-01;,2.0,北京师范大学;北京大学;;,F;C;,经济与管理;经济与管理;,2,1, 姚洋; 姚洋;,5301.0,2006-12-01;,1.0,云南民族大学;,F;F;,经济与管理;,1,1, 姚洋;
高阳,5301.0,2017-02-01;,1.0,云南财经大学;,F;,经济与管理;,1,1, 田友春;,1200.0,2015-02-01;,1.0,南开大学;,F;,经济与管理;,1,1,
魏巍贤,3502.0,2006-04-01;,1.0,厦门大学;,F;,经济与管理;,1,1,,1100.0,2007-12-01;,1.0,对外经济贸易大学;,F;F;,经济与管理;,1,1, 林伯强;
黄勋敬,3201.0,2013-07-01;2012-09-01;2010-03-01;,1.0,南京大学;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 赵曙明; 程秋虎; 赵曙明; 赵曙明;,4401.0,2007-01-01;2009-05-01;,2.0,华南师范大学;中山大学;;,F;F;F;,经济与管理;经济与管理;,1,1, 胡晔;;
黄志刚,1100.0,2009-06-01;2017-05-01;2011-03-01;2012-04-01;2010-07-01;,2.0,北京大学;中央财经大学;;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,; 许伟;,3501.0,2010-05-01;,1.0,福州大学;,F;F;,经济与管理;,1,1, 陈晓杰;
黄枫,3100.0,2015-07-01;2012-12-01;2013-01-01;2017-02-01;,1.0,上海财经大学;,F;F;R;F;F;C;,经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 孙世龙; 吴纯杰; 吴纯杰; 傅伟;,5101.0,2010-06-01;2009-12-01;,1.0,西南财经大学;,F;F;,经济与管理;经济与管理;,1,1, 甘犁; 吴纯杰;
黄荣哲,4501.0,2013-05-01;,1.0,广西财经学院;,F;F;F;,经济与管理;,1,1, 农丽娜;,4401.0,2008-12-01;,1.0,暨南大学;,F;F;,经济与管理;,1,1, 何问陶; 农丽娜;
黄飞鸣,3502.0,2009-12-01;,1.0,厦门大学;,F;F;,经济与管理;,1,1,,3601.0,2010-10-01;,1.0,江西财经大学;,F;F;,经济与管理;,1,1,
黎峰,1200.0,2015-08-01;,1.0,南开大学;,F;F;F;,经济与管理;,1,1,,3201.0,2017-09-01;,1.0,江苏省社会科学院;,F;,经济与管理;,1,1,
黎德福,1200.0,2006-02-01;,1.0,南开大学;,F;,经济与管理;,1,1, 黄玖立;,3100.0,2013-04-01;2006-10-01;2007-08-01;,1.0,同济大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 唐雪梅; 陈宗胜; 黄玖立;
龚关,3100.0,2013-04-01;,1.0,上海财经大学;,F;F;,经济与管理;,1,1, 胡关亮;,1200.0,2007-12-01;,1.0,南开大学;,F;F;,经济与管理;,1,1,
龚刚,5301.0,2016-06-01;2013-11-01;,1.0,云南财经大学;,F;F;,经济与管理;经济与管理;,1,1, 徐文舸; 杨光; 高阳;,1200.0,2012-09-01;2008-06-01;2008-10-01;2007-10-01;,1.0,南开大学;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 高坚; 李炳念; 高坚; 何学中;
龚刚,5301.0,2016-06-01;2013-11-01;,1.0,云南财经大学;,F;F;,经济与管理;经济与管理;,1,1, 徐文舸; 杨光; 高阳;,1100.0,2007-04-01;2004-07-01;2003-04-01;2007-04-01;,1.0,清华大学;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 林毅夫; Willi Semmler; 陈琳;
龚刚,1200.0,2012-09-01;2008-06-01;2008-10-01;2007-10-01;,1.0,南开大学;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 高坚; 李炳念; 高坚; 何学中;,1100.0,2007-04-01;2004-07-01;2003-04-01;2007-04-01;,1.0,清华大学;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 林毅夫; Willi Semmler; 陈琳;
龚强,4201.0,2015-08-01;,1.0,中南财经政法大学;,F;,经济与管理;,1,1, 雷丽衡; 袁燕;,1100.0,2008-02-01;2011-01-01;2009-07-01;2010-02-01;2009-02-01;,1.0,北京大学;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 徐朝阳; 张懿;
龚强,4201.0,2015-08-01;,1.0,中南财经政法大学;,F;,经济与管理;,1,1, 雷丽衡; 袁燕;,5101.0,2014-04-01;2013-03-01;2012-06-01;2011-07-01;2014-02-01;2012-12-01;,1.0,西南财经大学;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 张一林; 林毅夫; 张一林; 余建宇; 李涵; 张彤; 王俊; 贾珅; 成酩; 陈丰;
龚强,1100.0,2008-02-01;2011-01-01;2009-07-01;2010-02-01;2009-02-01;,1.0,北京大学;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 徐朝阳; 张懿;,5101.0,2014-04-01;2013-03-01;2012-06-01;2011-07-01;2014-02-01;2012-12-01;,1.0,西南财经大学;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 张一林; 林毅夫; 张一林; 余建宇; 李涵; 张彤; 王俊; 贾珅; 成酩; 陈丰;
龚锋,4201.0,2017-03-01;2015-08-01;,1.0,武汉大学;,C;F;C;,经济与管理;经济与管理;,2,1, 李智; 雷欣; 余锦亮;,4419.0,2016-01-01;,1.0,东莞理工学院;,F;,经济与管理;,1,1, 曾爱玲;
